movie_id,movie_name,year,tags,overview,rating,director,cast
tt33014583,Dhurandhar,2025,"Hindi, Action Epic, Gangster, Political Drama, Political Thriller, Spy, Action, Adventure, Crime, Drama","A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",8.6,Aditya Dhar,"Ranveer Singh, Akshaye Khanna, Sanjay Dutt, Arjun Rampal, Madhavan"
tt37443891,Raat Akeli Hai: The Bansal Murders,2025,"Hindi, Drama","After the Bansal family is found murdered, Inspector Jatil Yadav discovers a web of greed, betrayal and secrets leading to a lethal conspiracy.",6.7,Honey Trehan,"Nawazuddin Siddiqui, Radhika Apte, Deepti Naval, Ila Arun, Revathi"
tt28037987,Saiyaara,2025,"Hindi, Pop Musical, Drama, Musical, Romance","Vaani and Krish will have to navigate life, their problems, their insecurities to hopefully realise that only love can be the answer to everything.",6.3,Mohit Suri,"Ahaan Panday, Aneet Padda, Rajesh Kumar, Geeta Agrawal Sharma, Anngad Raaj"
tt28142095,Tere Ishk Mein,2025,"Hindi, Action, Drama, Musical, Romance","Shankar and Mukti's intense love story unfolds against the backdrop of Benaras, exploring surrender and transformation through an all-consuming romance that heals, hurts, and changes them.",7.5,Aanand L. Rai,"Kriti Sanon, Dhanush, Mohd. Zeeshan Ayyub, Paramvir Cheema, Prakash Raj"
tt28508934,Kaantha,2025,"Tamil, Period Drama, Psychological Thriller, Showbiz Drama, Whodunnit, Biography, Drama, Horror, Mystery, Thriller","In 1950s Madras, lives intertwine against a backdrop of social transformation during India's post-independence era.",7.6,Selvamani Selvaraj,"Bhagyashri Borse, Dulquer Salmaan, Rana Daggubati, Samuthirakani, Bijesh Nagesh"
tt31036941,Jurassic World: Rebirth,2025,"Dinosaur Adventure, Jungle Adventure, Action, Adventure, Sci-Fi, Thriller","Five years post-Jurassic World: Dominion (2022), an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.",5.9,Gareth Edwards,"Scarlett Johansson, Mahershala Ali, Jonathan Bailey, Rupert Friend, Manuel Garcia-Rulfo"
tt28102562,Thamma,2025,"Hindi, Supernatural Horror, Comedy, Horror, Thriller","Two destined lovers battle supernatural forces, family ties, and nature itself to defend their forbidden romance in a mystical world where ancient powers and prophecies threaten to keep them apart.",6.0,Aditya Sarpotdar,"Ayushmann Khurrana, Rashmika Mandanna, Nawazuddin Siddiqui, Paresh Rawal, Geeta Agrawal Sharma"
tt29606526,The Girlfriend,2025,"Telugu, Drama, Romance","A young woman explores love, compatibility and self-discovery during college, experiencing relationship complexities and personal growth.",6.7,Rahul Ravindran,"Rashmika Mandanna, Anu Emmanuel, Dheekshith Shetty, Rohini, Koushik Mahata"
tt26733325,Homebound,2025,"Hindi, Drama","Two friends from a North Indian village pursue police jobs seeking dignity, but their friendship strains as desperation grows in their quest.",8.0,Neeraj Ghaywan,"Ishaan Khatter, Vishal Jethwa, Janhvi Kapoor, Harshika Parmar, Dadhi R Paandey"
tt26439764,Kantara: A Legend - Chapter 1,2025,"Kannada, Action Epic, Epic, Fantasy Epic, Period Drama, Supernatural Fantasy, Action, Fantasy, Thriller","Exploring the origins of Kaadubettu Shiva during the Kadamba dynasty era, it delves into the untamed wilderness and forgotten lore surrounding his past.",8.2,Rishab Shetty,"Rishab Shetty, Rukmini Vasanth, Jayaram, Gulshan Devaiah, Pramod Shetty"
tt15387182,Akhanda 2 - Thaandavam,2025,"Telugu, Action","A heartwarming journey explores the connection between children's innocence, the natural world, and spiritual faith as communities strive for progress.",7.0,Boyapati Srinu,"Nandamuri Balakrishna, Harshaali Malhotra, Samyuktha Menon, Shamna Kasim, Tarun Khanna"
tt36302733,Dies Irae,2025,"Malayalam, Horror, Thriller","Rohan's affluent lifestyle spirals out of control as he becomes convinced there is a supernatural entity in his home. As he uncovers the mystery, he is drawn into unexpected realms and alliances, along with the horrors that lie ahead.",7.0,Rahul Sadasivan,"Pranav Mohanlal, Sushmitha Bhat, Shine Tom Chacko, Gibin Gopinath, Jaya Kurup"
tt29247040,Baramulla,2025,"Hindi, Horror, Mystery, Thriller",A police officer investigating missing children cases discovers disturbing truths while supernatural occurrences threaten his family and Baramulla's tranquility.,7.0,Aditya Suhas Jambhale,"Manav Kaul, Bhasha Sumbli, Arista Mehta, Ashwini Koul, Mir Sarwar"
tt33372494,Lokah Chapter One: Chandra,2025,"Malayalam, Superhero, Action, Fantasy","Chandra, a young woman, arrives in Bengaluru with a mission. Her neighbor, Sunny, sets out to unravel the mystery about her and they are on an unexpected adventure ride together.",7.7,Dominic Arun,"Kalyani Priyadarshan, Naslen, Sandy Master, Tovino Thomas, Arun Kurian"
tt15097358,Bison: Kaalamaadan,2025,"Tamil, Coming-of-Age, Biography, Drama, Sport",A young man fights to overcome violence plaguing his village and succeed as a professional kabaddi player.,7.8,Mari Selvaraj,"Dhruv Vikram, Anupama Parameswaran, Pasupathy, Rajisha Vijayan, Anurag Arora"
tt27922706,Chhaava,2025,"Hindi, Action Epic, Costume Drama, Epic, Historical Epic, One-Person Army Action, Period Drama, Tragedy, Action, Drama","After the death of his father, warrior-king Sambhaji Maharaj battles Mughal forces led by Aurangzeb to keep the Maratha Empire alive.",7.3,Laxman Utekar,"Vicky Kaushal, Akshaye Khanna, Rashmika Mandanna, Ashutosh Rana, Divya Dutta"
tt33500164,KalamKaval,2025,"Malayalam, Crime, Drama","A Kerala Police investigation in Kottayikonam escalates when small clues expose multiple disturbing cases and mysteries, while facing strategic obstacles throughout the probe.",7.6,Jithin K. Jose,"Mammootty, Vinayakan, Rajisha Vijayan, Azees Nedumangad, Gibin Gopinath"
tt27996020,Jolly LLB 3,2025,"Hindi, Legal Drama, Comedy, Drama","Smart-alec Jolly Mishra and jugadu Jolly Tyagi clash in Judge Tripathi's court with witty banter, wild twists, and heartfelt chaos in this ultimate courtroom comedy.",6.5,Subhash Kapoor,"Akshay Kumar, Arshad Warsi, Saurabh Shukla, Gajraj Rao, Huma Qureshi"
tt33307516,Kis Kisko Pyaar Karoon 2,2025,"Hindi, Comedy",A man secretly married to three women of different faiths plans a fourth wedding while avoiding detection. A police officer searches for a triple-married suspect as the husband confesses to a priest.,5.0,Anukalp Goswami,"Kapil Sharma, Manjot Singh, Hira Warina, Tridha Choudhury, Parul Gulati"
tt15416342,The Bengal Files,2025,"Hindi, Period Drama, Political Drama, Political Thriller, Crime, Drama, History, Thriller",A powerful journey through India's most challenging historical period reveals the universal struggle for human dignity and the fundamental right to exist.,7.0,Vivek Agnihotri,"Darshan Kumaar, Pallavi Joshi, Anupam Kher, Mithun Chakraborty, Saswata Chatterjee"
tt38681567,Stephen,2025,"Tamil, Psychological Thriller, Mystery, Thriller","Delves into the mind of a confessed killer being evaluated by a psychiatrist on a chilling case. The psychiatrist soon finds herself entangled in a mind-twisting mystery, which begins as an evaluation but leads to eternal darkness",5.4,Mithun Balaji,"Smruthi Venkat, Shrisha, Harija, Amruth Balaji, Kuberan"
tt32887317,Dominic and the Ladies' Purse,2025,"Malayalam, Comedy, Thriller","Dominic, a disgraced ex-cop turned detective, takes on a seemingly simple case to locate a purse's owner, which unveils a dark web of missing persons, murder, a stalker, and the mysterious dancer Nandhita.",6.8,Gautham Vasudev Menon,"Mammootty, Gokul Suresh, Viji Venkatesh, Siddique, Wafa Khatheeja"
tt36388163,Dude,2025,"Tamil, Action, Comedy, Drama, Romance","Childhood friends Agan and Kural are inseparable. When Kural encounters romantic troubles, Agan must balance his hidden feelings for her with his desire to ensure her happiness.",6.2,Keerthiswaran,"Pradeep Ranganathan, Mamitha Baiju, Neha Shetty, R. Sarathkumar, Rohini"
tt32080876,Dragon,2025,"Tamil, Coming-of-Age, Psychological Drama, Comedy, Drama, Romance","After a devastating breakup, troubled student Ragavan abandons his studies and enters the dangerous world of financial fraud, pursuing wealth and power while becoming entangled in escalating deception.",7.8,Ashwath Marimuthu,"Pradeep Ranganathan, Anupama Parameswaran, Mysskin, Gautham Vasudev Menon, Kayadu Lohar"
tt36642456,Haq,2025,"Hindi, Drama","In 1980s India, Shazia Bano seeks justice when her husband stops child support after remarrying. His attempt to silence her with triple talaq sparks a national debate on women's rights and faith.",8.6,Suparn Varma,"Yami Gautam, Emraan Hashmi, Sheeba Chaddha, Aseem Hattangady, Danish Husain"
tt36815135,Gurram Paapi Reddy,2025,Telugu,"A mysterious fraudster hires three people to exchange a corpse from a grave. The team discovers the task isn't what they were told, leading to conflicts.",9.7,Murali Manohar Reddy,"Faria Abdullah, Naresh Agastya, Rajiv Kumar Aneja, Yogi Babu, Brahmanandam"
tt30742355,Sunny Sanskari Ki Tulsi Kumari,2025,"Hindi, Family, Romance","Two former lovers in Delhi try to rekindle old flames, leading to amusing mix-ups and deceptions. As chaos unfolds, a new unexpected romance blooms. Who will find their happy ending amid the confusion.",5.4,Shashank Khaitan,"Varun Dhawan, Janhvi Kapoor, Rohit Saraf, Sanya Malhotra, Abhinav Sharma"
tt28802657,De De Pyaar De 2,2025,Hindi,"Love faces its toughest test yet as Ashish visits Ayesha's family home. Will the age-gap romance win hearts or stir things up? This Pyaar vs Parivaar clash promises a relatable, riotous ride for every kind of audience.",7.8,Anshul Sharma,"Ajay Devgn, Rakul Preet Singh, Madhavan, Meezaan Jafri, Ekavali Khanna"
tt28551273,Bha. Bha. Ba.,2025,"Malayalam, Action, Comedy, Thriller","Three interconnected lives unfold, with one being a successful conman who continuously deceives others without facing consequences.",4.2,Dhananjay Shankar,"Dileep, Vineeth Sreenivasan, Dhyan Sreenivasan, Sandy Master, Baiju Santhosh"
tt37956153,Laalo: Krishna Sada Sahaayate,2025,Family,"A rickshaw driver trapped in a farmhouse confronts his past demons while experiencing visions of Lord Krishna, who guides him through a transformative journey of self-discovery and healing.",8.7,Ankit Sakhiya,"Karan Joshi, Reeva Rachh, Shruhad Goswami, Anshu Joshi, Kinnal Nayak"
tt36587142,Aaromaley,2025,"Tamil, Buddy Comedy, Feel-Good Romance, Romantic Comedy, Comedy, Drama, Romance","A romantic dreamer faces reality when forced to work at a matchmaking agency under a practical boss. After learning love needs effort, he loses his chance. Years later, fate offers another opportunity.",7.4,Sarang Thiagu,"Kishen Das, Harshath Khan, Shivathmika Rajashekar, Silambarasan TR, Megha Akash"
tt15911108,120 Bahadur,2025,"Hindi, Action, Drama, History, War","Valiant Indian soldiers fight against Chinese troops during the 1962 Sino-Indian War, preventing a potential occupation of Ladakh region in the Battle of Rezang La.",7.5,Razneesh Ghai,"Farhan Akhtar, Vivan Bhatena, Dhanveer Singh, Sahib Verma, Ankit Siwach"
tt34794166,Nishaanchi,2025,"Hindi, Action, Crime, Drama","Twin brothers, identical looks but different values, face brotherhood, betrayal, love, and redemption. Their paths weave through crime into a deeper story of human nature and its results.",6.6,Anurag Kashyap,"Monika Panwar, Aaishvary Thackeray, Vedika Pinto, Mohd. Zeeshan Ayyub, Ghanshyam Garg"
tt33029024,Idly Kadai,2025,"Tamil, Coming-of-Age, Workplace Drama, Comedy, Drama, Sport","A rural man moves to Dubai pursuing dreams and work. After disaster strikes, he returns home, discovering his village's worth and fighting to fulfill his father's wishes despite challenges.",6.5,Dhanush,"Dhanush, Arun Vijay, Sathyaraj, Raj Kiran, Nithya Menen"
tt28434143,Aaryan,2025,"Tamil, Conspiracy Thriller, Serial Killer, Action, Crime, Thriller","A struggling writer announces he'll commit the perfect crime, sparking a tense pursuit as police try to prevent his methodically planned killing spree.",6.3,Praveen K.,"Chandru, Maanasa Choudhary, Abishek Joseph George, Samragni Rajan, K. Selvaraghavan"
tt35727678,Ek Deewane Ki Deewaniyat,2025,"Hindi, Romance","When a powerful politician falls for a strong-willed superstar, their passionate romance quickly spirals into a dangerous game of obsession, pride, and heartbreak.",5.4,Milap Zaveri,"Harshvardhan Rane, Shivshailesh Korde, Sonam Bajwa, Alpana Bharti, Sachin Khedekar"
tt29471573,Sitaare Zameen Par,2025,"Hindi, Basketball, Comedy, Drama, Sport","After a DUI, an arrogant basketball coach must train Neurodivergent adults for community service. His initial prejudice fades as his players show him a new perspective on life.",6.9,R.S. Prasanna,"Aamir Khan, Genelia Deshmukh, Ashish Pendse, Aroush Datta, Ayush Bhansali"
tt37962245,Little Hearts,2025,"Telugu, Comedy, Romance","After failing EAMCET, Akhil joins coaching where he meets Khatyayani. Despite her odd rejection, he pursues her heart through a humorous journey of personal growth, having learned from past heartbreak about real love.",7.8,Sai Marthand,"Mouli Tanuj Prasanth, Shivani Nagaram, Rajeev Kanakala, Satya Krishnan, S.S. Kaanchi"
tt27441481,Coolie,2025,"Tamil, Action, Crime, Thriller","Delves into a man's relentless quest for vengeance since youth, driven by righting past wrongs, shaping his very existence. Viewers experience the complexities of his tumultuous vendetta journey.",6.0,Lokesh Kanagaraj,"Rajinikanth, Nagarjuna Akkineni, Soubin Shahir, Upendra, Aamir Khan"
tt34915705,Tourist Family,2025,"Tamil, Comedy, Drama",A quirky Sri Lankan family seeking a fresh start in India transforms a disconnected neighborhood into a vibrant community with their infectious love and kindness.,8.2,Harish Durairaj,"M. Sasikumar, Simran, Mithun Jai Shankar, Kamalesh, M.S. Bhaskar"
tt36616410,Eko,2025,Malayalam,From the Infinite Chronicles of Kuriachan,8.3,Dinjith Ayyathan,"Sandeep Pradeep, Sim Zhi Fei, Saheer Mohammed, Biana Momin, Binu Pappu"
tt32194932,The Ritual,2025,"Supernatural Horror, Drama, Horror, Thriller","Two priests, one in crisis with his faith and the other confronting a turbulent past, must overcome their differences to perform a risky exorcism.",4.5,David Midell,"Al Pacino, Dan Stevens, Ashley Greene, Abigail Cowen, Patrick Fabian"
tt38525492,Bhagwat Chapter One: Raakshas,2025,"Hindi, Crime, Thriller","Inspector Bhagwat gets transferred to a small town in UP, where he takes up the case of a missing girl. Meanwhile, Sameer is in love with Meera and plans to elope. How do their lives intersect?",7.0,Akshay Shere,"Arshad Warsi, Jitendra Kumar, Ayesha Kaduskar, Rashmi Rajput, Tara-Alisha Berry"
tt32284154,Rekhachithram,2025,"Malayalam, Drama, Mystery, Thriller","Suspended cop Vivek Gopinath rejoins after gambling scandal. Tasked with solving 40-year-old murder case with faceless victim, he seeks redemption by cracking the long-unsolved mystery.",7.8,Jofin T. Chacko,"Asif Ali, Anaswara Rajan, Manoj K. Jayan, Siddique, Saikumar"
tt39115096,Nirvaagam Porupalla,2025,Tamil,"A man investigates a cybercrime ring using WhatsApp links and fake APKs to steal money, revealing a sinister web lurking beneath common tech platforms.",9.0,S. Kaarthieswaran,"Aadhavan, S. Kaarthieswaran, Livingston, Black Pandi"
tt28089700,Raid 2,2025,"Hindi, Political Drama, Political Thriller, Crime, Drama, Thriller","In 1989 Rajasthan, IPS officer Patnaik raids a palace but fails. After requesting a bribe, he's transferred to Bhoj, where he investigates Dada Bhai, a respected local figure. Suspended after a failed raid, he uncovers hidden truths.",6.6,Raj Kumar Gupta,"Ajay Devgn, Riteish Deshmukh, Vaani Kapoor, Saurabh Shukla, Supriya Pathak"
tt37629310,Su from So,2025,"Kannada, Slapstick, Comedy, Horror","In a quiet village, a boy's innocent crush unleashes strange events that have everyone convinced he's brought a ghost along with his feelings",7.7,J.P. Tuminadu,"Raj B. Shetty, Shanil Guru, Prakash Thuminad, Deepak Rai Panaje, Sandhya Arakere"
tt35529436,Vash Level 2,2025,"Psychological Horror, Supernatural Horror, Horror, Thriller","Twelve years after saving his daughter Arya from a dark force, Atharva learns it never left her. When strange events begin again, he must fight to save her once more.",7.3,Krishnadev Yagnik,"Janki Bodiwala, Hitu Kanodia, Hiten Kumar, Monal Gajjar, Chetan Daiya"
tt27852049,Deva,2025,"Hindi, Conspiracy Thriller, Cop Drama, Gangster, One-Person Army Action, Police Procedural, Psychological Drama, Psychological Thriller, Suspense Mystery, Whodunnit",A brilliant yet rebellious police officer uncovers a web of deceit and betrayal while investigating a high-profile case.,6.6,Rosshan Andrrews,"Shahid Kapoor, Pooja Hegde, Pavail Gulati, Pravessh Rana, Kubbra Sait"
tt28630806,Udaipur Files: Kanhaiya Lal Tailor Murder,2025,"Hindi, Tragedy, True Crime, Crime, Drama, Thriller","A tailor named Kanhaiyalal Sahu Darji was murdered in his Udaipur shop in June 2022, following the Nupur Sharma incident.",6.1,Bharat S Shrinate,"Nikunj Aggarwal, Uday Atrolia, Praveen Atulkar, Sandeep Bose, Durgesh Chauhan"
tt29383191,Maareesan,2025,"Tamil, Comedy, Drama, Thriller","In an unusual situation , Velayudham sets out on a journey with Dhaya from Nagercoil to Tiruvannamalai-a journey that will alter both their lives in ways they never imagined. What unfolds becomes the heart of the story.",7.4,Sudheesh Sankar,"Fahadh Faasil, Vadivelu, Kovai Sarala, Vivek Prasanna, Sithara"
tt28679253,Eleven,2025,"Telugu, Crime, Mystery, Thriller","A brave and skilled officer with a strong record of solving tough cases is assigned to a new, more challenging serial killing investigation.",7.4,Lokkesh Ajls,"Ravi Varma, Naveen Chandra, Arjai, Aadukalam Naren, Abhirami"
tt32284122,Aan Paavam Pollathathu,2025,"Tamil, Comedy, Drama, Romance","A middle-class husband struggles to accept his wife's modern, progressive attitudes, creating tension in their marriage.",7.1,Kalaiarasan Thangavel,"Rio Raj, Malavika Manoj, Rj Vigneshkanth, Sheela Rajkumar, Jensan Diwakar"
tt32135732,The Devil,2025,Kannada,"A saga of power, vengeance and true love",4.9,Prakash Veer,"Darshan Thoogudeep, Mahesh Manjrekar, Huli Karthik, Achyuth Kumar, Sharmiela Mandre"
tt21818782,Tehran,2025,"Hindi, Action, Thriller","After a 2012 Delhi bombing, officer RK's Tehran mission turns deadly when Iran targets him and India abandons him in his quest to expose the truth.",5.9,Arun Gopalan,"John Abraham, Neeru Bajwa, Manushi Chhillar, Adam Karst, Hadi Khanjanpour"
tt3562110,Kesari Chapter 2: The Untold Story of Jallianwala Bagh,2025,"Hindi, Docudrama, Legal Drama, Period Drama, Tragedy, Drama, History","After learning the truth behind the brutal massacre at the Jallianwala Bagh, C Sankaran Nair, a member of the Viceroy's Council, sets out to challenge the Crown and the military general responsible.",8.0,Karan Singh Tyagi,"Akshay Kumar, Madhavan, Ananya Panday, Regena Cassandrra, Simon Paisley Day"
tt30089457,Ponman,2025,"Malayalam, Comedy, Drama","Gold dealer Ajesh lends precious sovereigns for a village wedding, but finds himself in danger when the bride's criminal husband schemes to keep the gold and silence him forever.",7.4,Jotish Shankar,"Basil Joseph, Sajin Gopu, Lijo Mol Jose, Anand Manmadhan, Deepak Parambol"
tt27866781,Kaalidhar Laapata,2025,"Hindi, Comedy, Drama","An elderly man flees upon learning his family plans to abandon him. His life changes after meeting Ballu, an orphaned eight-year-old boy whose zest for life reawakens his spirit.",7.6,Madhumita Sundararaman,"Abhishek Bachchan, Daivik Baghela, Mohd. Zeeshan Ayyub, Priya Yadav, Nimrat Kaur"
tt26229612,The Diplomat,2025,"Hindi, Legal Drama, Political Drama, Political Thriller, Drama, Thriller","Follows an Indian diplomat who tries to repatriate an Indian girl from Pakistan, where she was presumably forced and deceived into marrying against her will.",7.0,Shivam Nair,"John Abraham, Sadia Khateeb, Kumud Mishra, Sharib Hashmi, Amitoj Mann"
tt23804696,HIT: The 3rd Case,2025,"Cop Drama, One-Person Army Action, Serial Killer, Action, Crime, Thriller",The Homicide Intervention Team (HIT) sends ruthless police officer Arjun Sarkaar to find a group of killers and stop their grisly murder spree.,6.9,Sailesh Kolanu,"Nani, Karthi, Adivi Sesh, Srinidhi Shetty, Rao Ramesh"
tt24060892,They Call Him OG,2025,"Telugu, Gangster, Gun Fu, Martial Arts, One-Person Army Action, Action, Crime, Drama","After vanishing from Mumbai's underworld for a decade, mob boss Ojas Gambheera resurfaces seeking vengeance against rival crime lords.",6.1,Sujeeth,"Pawan Kalyan, Prakash Raj, Emraan Hashmi, Priyanka Arulmohan, Shreya Reddy"
tt13451410,Dhadak 2,2025,"Hindi, Drama, Mystery, Romance, Thriller","Targeted for his caste, a first-year student at an elite college fights off vicious bullies and lethal threats to protect his dignity and forbidden love.",6.8,Shazia Iqbal,"Siddhant Chaturvedi, Triptii Dimri, Zakir Hussain, Saurabh Sachdeva, Deeksha Joshi"
tt31969600,Thudarum,2025,"Malayalam, Action, Drama","In the quiet hill town of Ranni, humble taxi driver Shanmughan treasures one thing above all - his aging Ambassador car. When fate puts him to the test, he must prove just how far he'll go for what he holds dear.",7.5,Tharun Moorthy,"Mohanlal, Shobana, Bharathiraja, Prakash Varma, Maniyanpilla Raju"
tt21194868,Dhoom Dhaam,2025,"Hindi, Romantic Comedy, Action, Comedy, Romance","Veer Poddar and Koyal Chadda are a mismatched couple, who get into an arranged marriage. A case of mistaken identity forces this newly married couple to go on the run on their wedding night and search for the mysterious ""Charlie"".",6.4,Rishab Seth,"Pratik Gandhi, Yami Gautam, Pavitra Sarkar, Eijaz Khan, Sahil Gangurde"
tt32553651,Andhra King Taluka,2025,Telugu,"A heartfelt tribute to fan culture, the story follows Sagar, an ardent fan whose life, relationships, and identity revolve around his admiration for his cinematic idol, 'Andhra King' Surya Kumar.",7.3,Mahesh Babu P.,"Ram Pothineni, Bhagyashri Borse, Upendra, Rahul Ramakrishna, Rao Ramesh"
tt10489780,Bandi,2025,"Telugu, Adventure","Aditya Varma, a brilliant corporate lawyer, argues for a company's acquisition of a forest. Activists kidnap him, forcing him to confront the importance of conservation and climate change.",7.6,Alok Jain,Aditya Om
tt30007502,Gustaakh Ishq,2025,Hindi,"Nawabuddin seeks to learn shayari poetry from Urdu poet Ajiz. He meets Ajiz's daughter, sparking romance. They share poetry and tea until misunderstandings drive them apart.",8.3,Vibhu Puri,"Vijay Varma, Fatima Sana Shaikh, Naseeruddin Shah, Sharib Hashmi, Avar Brar"
tt33888205,The Great Pre-Wedding Show,2025,Telugu,"A young couple navigates the chaotic world of pre-wedding photography, facing unexpected hurdles and family drama as they try to capture their perfect moments before tying the knot.",7.7,Rahul Srinivas,"Thiruveer Reddy, Tinu Shravya, Narendra, Rohan Roy"
tt33333712,The Pet Detective,2025,"Malayalam, Slapstick, Adventure, Comedy, Thriller","Motivated to win the hand of his sweetheart, Kaikeyi, Tony Jose Alula joins his father's detective agency. Starting as a 'Pet Detective', Tony's cases quickly escalate into a dangerous kidnapping involving international smugglers.",6.6,Praneesh Vijayan,"Sharafudheen, Anupama Parameswaran, Vinay Forrt, Joemon Jyothir, Shyam Mohan"
tt27425164,War 2,2025,"Hindi, Action Epic, Globetrotting Adventure, Spy, Action, Adventure, Thriller","Working as a mercenary, Kabir accepts a high-risk mission for a criminal network. But soon, his task pits him against his unflinching former ally.",5.3,Ayan Mukerji,"Hrithik Roshan, N.T. Rama Rao Jr., Kiara Advani, Ashutosh Rana, Anil Kapoor"
tt27881494,Telusu Kada,2025,Telugu,"A young man finds himself entangled in an emotional love triangle between two women, forcing him to confront deep questions about relationships, family bonds, and his own identity.",5.3,Neeraja Kona,"Raashi Khanna, Sidhu Jonnalagadda, Srinidhi Shetty, Harsha Chemudu"
tt30858568,Mirai,2025,"Telugu, Action Epic, Adventure Epic, Epic, Fantasy Epic, Martial Arts, One-Person Army Action, Quest, Supernatural Fantasy, Action",A warrior is tasked with the protection nine sacred scriptures that can turn any mortal into a deity.,7.2,Anil Anand,"Teja Sajja, Manoj Kumar Manchu, Rana Daggubati, Jagapathi Babu, Jayaram"
tt33307144,Court - State Vs. A Nobody,2025,"Telugu, Legal Drama, Drama",A passionate defense attorney fights against prejudice and corruption in the justice system while representing a teenage client wrongly presumed guilty of a serious crime.,7.9,Ram Jagadeesh,"Rohini, Priyadarshi Pulikonda, Harsh Roshan, Subhalekha Sudhakar, Sai Kumar"
tt35665459,K-Ramp,2025,Telugu,"Rich businessman Krishna sends his wayward son Kumar to Kerala for reform. There, Kumar falls for Mercy, a girl with PTSD and suicidal tendencies. Their love story faces challenges when Kumar decides to end things.",7.1,Jains Nani,"Yukti Thareja, Kiran Abbavaram, Vennela Kishore, Sai Kumar, Muralidhar Goud"
tt35019435,Mirage,2025,Malayalam,"Abhirami seeks her missing fiancé Kiran, joining forces with journalist Aswin. Their investigation reveals an intricate web of secrets, drawing them into a mystery more complex than anticipated.",6.0,Jeethu Joseph,"Asif Ali, Aparna Balamurali, Hannah Reji Koshy, Hakkim Shah, Arjun Syam Gopan"
tt32965688,Shaunki Sardar,2025,"Punjabi, Action",A mentor returns from prison to find his former proteges transformed. Their reunion stirs up complex bonds of loyalty and hidden tensions as they face their shared past and present challenges.,8.3,Dheeraj Rattan,"Babbu Mann, Guru Randhawa, Guggu Gill, Nimrit Ahluwalia, Hashneen Chauhan"
tt33054635,Santhana Prapthirasthu,2025,Telugu,"A shy software worker in Hyderabad struggles to talk to women. After helping Kalyani by chance, their encounter develops into romance.",7.4,Sanjeev Reddy,"Vijay Narayana, Abhay Bethiganti, Bindu Chandramouli, Chandini Chowdary, Tharun Bhascker Dhaassyam"
tt24225606,Metro in Dino,2025,"Hindi, Drama, Musical, Romance","Follows stories of bittersweet relationships in a contemporary setting, exploring various aspects, hues, and moods of love.",6.6,Anurag Basu,"Anupam Kher, Neena Gupta, Saswata Chatterjee, Aditya Roy Kapoor, Sara Ali Khan"
tt34388152,Officer on Duty,2025,"Malayalam, Cop Drama, Action, Crime, Thriller","A demoted police inspector investigates a counterfeit jewelry racket, becoming entangled in a dangerous web of crime that puts his life at stake.",7.5,Jithu Ashraf,"Kunchacko Boban, Priyamani, Jagadish, Vaisakh Shankar, Vishak Nair"
tt6203702,Baaghi 4,2025,"Hindi, One-Person Army Action, Action, Drama, Thriller","After surviving an attempted suicide by train, a grief-stricken man descends into chaos as reality blurs. His loved ones question what's real while a hidden truth draws him into a web of obsession and enduring love.",2.4,Harsha,"Tiger Shroff, Sanjay Dutt, Harnaaz Sandhu, Sonam Bajwa, Shreyas Talpade"
tt28377588,Ground Zero,2025,"Hindi, Action, Drama, History","After the 2001 Parliament attack, BSF officer Dubey leads a 2-year probe uncovering the mastermind Ghazi Baba, enabling India's biggest anti-terror operation.",6.7,Tejas Prabha Vijay Deoskar,"Emraan Hashmi, Sai Tamhankar, Aeklavya Tomer, Rockey Raina, Qazi Faiz"
tt32223398,Jaat,2025,"Hindi, Action Epic, Gangster, One-Person Army Action, Action, Crime, Drama, Thriller","After a ruffian accidentally ruins his meal, a traveler retorts violently and demands an apology, unintentionally finding himself in a web of violence, crime and corruption spun by a feared criminal.",6.0,Gopichand Malineni,"Sunny Deol, Randeep Hooda, Regena Cassandrra, Saiyami Kher, Vineet Kumar Singh"
tt38202962,Avihitham,2025,Malayalam,"In a village full of men and gossip about affairs, the narrative reveals how society absurdly judges and monitors women's identities.",6.7,Senna Hegde,"Unni Banam, Vineeth Chakyar, Ammini Chandralayam, Aneesh Chemmarathi, Renji Kankol"
tt23846482,Kuberaa,2025,"Telugu, Political Thriller, Action, Crime, Drama, Thriller","A beggar undergoes a dramatic transformation, exploring themes of greed, ambition, and moral dilemmas faced by the characters leading to a quest for redemption.",6.4,Sekhar Kammula,"Dhanush, Nagarjuna Akkineni, Rashmika Mandanna, Jim Sarbh, Bhagyaraj"
tt37893389,Baahubali: The Epic,2025,"Telugu, Action Epic, Epic, One-Person Army Action, Period Drama, Action, Drama","A legendary warrior emerges from humble beginnings to challenge powerful forces threatening his homeland, as ancient prophecies and family bonds shape his journey.",8.6,S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Ramya Krishnan, Sathyaraj"
tt37970307,Ek Chatur Naar,2025,"Hindi, Comedy","Set in a quirky small-town India, a seemingly naive yet razor-sharp woman outsmarts everyone. Ambitious and cunning, she seizes a lucrative chance, only to face unpredictable twists and darkly comic turns that test her wits at every step.",6.7,Umesh Shukla,"Divya Khossla, Neil Nitin Mukesh, Chhaya Kadam, Heli Daruwala, Rajat Bhatt"
